vin_label,horizon_days,n_days,feature,window_mean,baseline_mean,z_vs_baseline,nf_p05,nf_p95,discriminative
VIN3_F_ALT,30,0,vsi_p05,,27.7671,,27.4,28.0,False
VIN3_F_ALT,30,0,vsi_range,,0.368,,0.2,1.4,False
VIN3_F_ALT,30,0,vsi_entropy,,0.7824,,0.061,1.8878,False
VIN3_F_ALT,30,0,vsi_sag_frac,,0.0004,,0.0,0.0016,False
VIN3_F_ALT,30,0,idle_vsi_mean,,27.93600082397461,,27.7998,28.2619,False
VIN3_F_ALT,30,0,cruise_vsi_mean,,27.916500091552734,,27.7962,28.2491,False
VIN3_F_ALT,30,0,resting_vsi_mean,,24.66710090637207,,23.589,26.39,False
VIN3_F_ALT,30,0,crank_vsi_min,,20.9148006439209,,16.39,24.8,False
VIN3_F_ALT,30,0,ged2_cnt,,0.0,,0.0,0.0,False
VIN3_F_ALT,30,0,ged2_frac,,0.0,,0.0,0.0,False
VIN3_F_ALT,30,0,sma_starts,,0.013,,0.0,3.0,False
VIN3_F_ALT,30,0,rpm_mean,,926.5634765625,,725.2306,1100.9621,False
VIN3_F_ALT,14,0,vsi_mean,,27.927400588989258,,27.802,28.2432,False
VIN3_F_ALT,14,0,vsi_std,,0.18039999902248383,,0.0804,0.4849,False
VIN3_F_ALT,14,0,vsi_cv,,0.006500000134110451,,0.0029,0.0172,False
VIN3_F_ALT,14,0,vsi_min,,25.20870018005371,,20.2,27.8,False
VIN3_F_ALT,14,0,vsi_p05,,27.7671,,27.4,28.0,False
VIN3_F_ALT,14,0,vsi_range,,0.368,,0.2,1.4,False
VIN3_F_ALT,14,0,vsi_entropy,,0.7824,,0.061,1.8878,False
VIN3_F_ALT,14,0,vsi_sag_frac,,0.0004,,0.0,0.0016,False
VIN3_F_ALT,14,0,idle_vsi_mean,,27.93600082397461,,27.7998,28.2619,False
VIN3_F_ALT,14,0,cruise_vsi_mean,,27.916500091552734,,27.7962,28.2491,False
VIN3_F_ALT,14,0,resting_vsi_mean,,24.66710090637207,,23.589,26.39,False
VIN3_F_ALT,14,0,crank_vsi_min,,20.9148006439209,,16.39,24.8,False
VIN3_F_ALT,14,0,ged2_cnt,,0.0,,0.0,0.0,False
VIN3_F_ALT,14,0,ged2_frac,,0.0,,0.0,0.0,False
VIN3_F_ALT,14,0,sma_starts,,0.013,,0.0,3.0,False
VIN3_F_ALT,14,0,rpm_mean,,926.5634765625,,725.2306,1100.9621,False
VIN3_F_ALT,7,0,vsi_mean,,27.927400588989258,,27.802,28.2432,False
VIN3_F_ALT,7,0,vsi_std,,0.18039999902248383,,0.0804,0.4849,False
VIN3_F_ALT,7,0,vsi_cv,,0.006500000134110451,,0.0029,0.0172,False
VIN3_F_ALT,7,0,vsi_min,,25.20870018005371,,20.2,27.8,False
VIN3_F_ALT,7,0,vsi_p05,,27.7671,,27.4,28.0,False
VIN3_F_ALT,7,0,vsi_range,,0.368,,0.2,1.4,False
VIN3_F_ALT,7,0,vsi_entropy,,0.7824,,0.061,1.8878,False
VIN3_F_ALT,7,0,vsi_sag_frac,,0.0004,,0.0,0.0016,False
VIN3_F_ALT,7,0,idle_vsi_mean,,27.93600082397461,,27.7998,28.2619,False
VIN3_F_ALT,7,0,cruise_vsi_mean,,27.916500091552734,,27.7962,28.2491,False
VIN3_F_ALT,7,0,resting_vsi_mean,,24.66710090637207,,23.589,26.39,False
VIN3_F_ALT,7,0,crank_vsi_min,,20.9148006439209,,16.39,24.8,False
VIN3_F_ALT,7,0,ged2_cnt,,0.0,,0.0,0.0,False
VIN3_F_ALT,7,0,ged2_frac,,0.0,,0.0,0.0,False
VIN3_F_ALT,7,0,sma_starts,,0.013,,0.0,3.0,False
VIN3_F_ALT,7,0,rpm_mean,,926.5634765625,,725.2306,1100.9621,False
VIN2_F_ALT,90,30,vsi_mean,28.0435,28.0398006439209,0.07,27.802,28.2432,False
VIN2_F_ALT,90,30,vsi_std,0.1177,0.121799997985363,-0.14,0.0804,0.4849,False
